test_id,wp,section,description,decision,priorite_tri,role_ou_raison,confirmatory,mode,engine,required_datasets,technical_outcome,scientific_verdict,dataset_cible,cause_blocage,action,source_line
R3-012,R3,Mesures,morphologie,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,antibiotic_measurements,antibiotic_measurements,blocked,undetermined,antibiotic_measurements,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,932
R3-013,R3,Mesures,hétérogénéité cellule par cellule,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,antibiotic_measurements,antibiotic_measurements,blocked,undetermined,antibiotic_measurements,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,933
R3-014,R3,Mesures,stabilité après retrait,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,antibiotic_measurements,antibiotic_measurements,blocked,undetermined,antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_measurements.,934
R3-015,R3,Mesures,transmissibilité aux descendants,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,antibiotic_measurements,antibiotic_measurements,blocked,undetermined,antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_measurements.,935
R4-001,R4,Tests ORI-C,dépendance au chemin à état final égal,GARDER,P2,causalité / histoire / ablation,False,data_required,antibiotic_oric,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_cycles ; antibiotic_measurements.,939
R4-002,R4,Tests ORI-C,hystérésis des seuils de résistance,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,antibiotic_oric,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_cycles ; antibiotic_measurements.,940
R4-003,R4,Tests ORI-C,durée `D`,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,antibiotic_oric,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_cycles ; antibiotic_measurements.,941
R4-004,R4,Tests ORI-C,asymétrie `H`,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,antibiotic_oric,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_cycles ; antibiotic_measurements.,942
R4-005,R4,Tests ORI-C,pertes `L`,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,antibiotic_oric,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_cycles ; antibiotic_measurements.,943
R4-006,R4,Tests ORI-C,changements d’état contre changements architecturaux,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,antibiotic_oric,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_cycles ; antibiotic_measurements.,944
R4-007,R4,Tests ORI-C,modification du domaine de viabilité,GARDER,P3,domaine des possibles / Pacc,False,data_required,antibiotic_oric,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_cycles ; antibiotic_measurements.,945
R4-008,R4,Tests ORI-C,états devenus inaccessibles,GARDER,P3,domaine des possibles / Pacc,False,data_required,antibiotic_oric,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_cycles ; antibiotic_measurements.,946
R4-009,R4,Tests ORI-C,coût des chemins de retour,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,antibiotic_oric,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_cycles ; antibiotic_measurements.,947
R4-010,R4,Tests ORI-C,ablation génétique des mécanismes candidats,GARDER,P1,causalité / histoire / ablation,False,data_required,antibiotic_oric,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_cycles ; antibiotic_measurements.,948
R4-011,R4,Tests ORI-C,réversion ou remplacement d’allèles,GARDER,P3,causalité / histoire / ablation,False,data_required,antibiotic_oric,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_cycles ; antibiotic_measurements.,949
R4-012,R4,Tests ORI-C,transfert dans un fond génétique naïf,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,antibiotic_oric,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_cycles ; antibiotic_measurements.,950
R4-013,R4,Tests ORI-C,témoin de complexité égale dans les modèles prédictifs,GARDER,P2,contrôle anti-faux-positif,False,data_required,antibiotic_oric,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_cycles ; antibiotic_measurements.,951
R4-014,R4,Tests ORI-C,prédiction de la prochaine mutation ou du prochain phénotype,GARDER,P3,valeur prédictive,False,data_required,antibiotic_oric,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_cycles ; antibiotic_measurements.,952
R4-015,R4,Tests ORI-C,validation sur lignées masquées,GARDER,P1,confirmatoire/préenregistré,True,data_required,antibiotic_oric,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_cycles ; antibiotic_measurements.,953
R5-001,R5,Comparaisons concurrentes,modèles de fitness landscape,VIRER,,inventaire de modèles concurrents : consolider sous le témoin de complexité égale,False,data_required,antibiotic_competitors,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,959
R5-002,R5,Comparaisons concurrentes,chaînes de Markov,VIRER,,inventaire de modèles concurrents : consolider sous le témoin de complexité égale,False,data_required,antibiotic_competitors,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,960
R5-003,R5,Comparaisons concurrentes,modèles de population classiques,VIRER,,inventaire de modèles concurrents : consolider sous le témoin de complexité égale,False,data_required,antibiotic_competitors,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,961
R5-004,R5,Comparaisons concurrentes,apprentissage supervisé sans histoire,VIRER,,inventaire de modèles concurrents : consolider sous le témoin de complexité égale,False,data_required,antibiotic_competitors,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,962
R5-005,R5,Comparaisons concurrentes,modèles récurrents avec histoire,VIRER,,inventaire de modèles concurrents : consolider sous le témoin de complexité égale,False,data_required,antibiotic_competitors,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,963
R5-006,R5,Comparaisons concurrentes,modèles causaux dynamiques,VIRER,,inventaire de modèles concurrents : consolider sous le témoin de complexité égale,False,data_required,antibiotic_competitors,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,964
R5-007,R5,Comparaisons concurrentes,modèles de collateral sensitivity,VIRER,,inventaire de modèles concurrents : consolider sous le témoin de complexité égale,False,data_required,antibiotic_competitors,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,965
R5-008,R5,Comparaisons concurrentes,modèles génétiques mécanistes,VIRER,,inventaire de modèles concurrents : consolider sous le témoin de complexité égale,False,data_required,antibiotic_competitors,antibiotic_cycles;antibiotic_measurements,blocked,undetermined,antibiotic_cycles ; antibiotic_measurements,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,966
R6-001,R6,Réplication,seconde espèce,GARDER,P3,réplication indépendante,False,laboratory,antibiotic_replication,antibiotic_measurements,not_run,not_applicable,,,Exécuter humainement/laboratoire/externe sans modifier le critère.,972
R6-002,R6,Réplication,second antibiotique,GARDER,P3,réplication indépendante,False,laboratory,antibiotic_replication,antibiotic_measurements,not_run,not_applicable,,,Exécuter humainement/laboratoire/externe sans modifier le critère.,973
R6-003,R6,Réplication,second laboratoire,GARDER,P1,réplication indépendante,False,laboratory,antibiotic_replication,antibiotic_measurements,not_run,not_applicable,,,Exécuter humainement/laboratoire/externe sans modifier le critère.,974
R6-004,R6,Réplication,répétition à partir de stocks indépendants,GARDER,P3,réplication indépendante,False,laboratory,antibiotic_replication,antibiotic_measurements,not_run,not_applicable,,,Exécuter humainement/laboratoire/externe sans modifier le critère.,975
R6-005,R6,Réplication,analyse bioinformatique indépendante,GARDER,P3,réplication indépendante,False,data_required,antibiotic_replication,antibiotic_measurements,blocked,undetermined,antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_measurements.,976
R6-006,R6,Réplication,validation des mutations par reconstruction,GARDER,P1,confirmatoire/préenregistré,True,data_required,antibiotic_replication,antibiotic_measurements,blocked,undetermined,antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_measurements.,977
R6-007,R6,Réplication,dépôt des lignées et séquences,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,antibiotic_replication,antibiotic_measurements,blocked,undetermined,antibiotic_measurements,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,978
R6-008,R6,Réplication,publication des trajectoires complètes,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,antibiotic_replication,antibiotic_measurements,blocked,undetermined,antibiotic_measurements,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,979
T1-001,T1,Benchmark multi-domaines,transition de phase,VIRER,,benchmark actuel non empirique : remplacer par cas réels avant réintégration,False,data_required,cross_domain_benchmark,benchmark_cases,blocked,undetermined,benchmark_cases,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,989
T1-002,T1,Benchmark multi-domaines,différenciation planétaire,VIRER,,benchmark actuel non empirique : remplacer par cas réels avant réintégration,False,data_required,cross_domain_benchmark,benchmark_cases,blocked,undetermined,benchmark_cases,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,990
T1-003,T1,Benchmark multi-domaines,dynamique orbitale,VIRER,,benchmark actuel non empirique : remplacer par cas réels avant réintégration,False,data_required,cross_domain_benchmark,benchmark_cases,blocked,undetermined,benchmark_cases,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,991
T1-004,T1,Benchmark multi-domaines,mémoire climatique,VIRER,,benchmark actuel non empirique : remplacer par cas réels avant réintégration,False,data_required,cross_domain_benchmark,benchmark_cases,blocked,undetermined,benchmark_cases,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,992
